role,fit,natural_percentage,adapted_percentage,compressed,over_time
{'S': 'Analista de Recursos Humanos'},{'N': '85'},"{'S': '[{""F"": 43, ""L"": 87, ""O"": 67, ""W"": 53}]'}","{'S': '[{""F"": 32, ""L"": 75, ""O"": 30, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Desenvolvedor Back End'},{'N': '80'},"{'S': '[{""F"": 28, ""L"": 59, ""O"": 80, ""W"": 64}]'}","{'S': '[{""F"": 37, ""L"": 62, ""O"": 46, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Business Partner'},{'N': '48'},"{'S': '[{""F"": 32, ""L"": 51, ""O"": 88, ""W"": 64}]'}","{'S': '[{""F"": 47, ""L"": 29, ""O"": 41, ""W"": 87}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '63'},"{'S': '[{""F"": 35, ""L"": 95, ""O"": 58, ""W"": 64}]'}","{'S': '[{""F"": 37, ""L"": 93, ""O"": 30, ""W"": 8}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Business Partner'},{'N': '66'},"{'S': '[{""F"": 75, ""L"": 45, ""O"": 52, ""W"": 48}]'}","{'S': '[{""F"": 83, ""L"": 39, ""O"": 41, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '81'},"{'S': '[{""F"": 95, ""L"": 95, ""O"": 18, ""W"": 34}]'}","{'S': '[{""F"": 69, ""L"": 88, ""O"": 27, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '65'},"{'S': '[{""F"": 45, ""L"": 87, ""O"": 67, ""W"": 53}]'}","{'S': '[{""F"": 62, ""L"": 86, ""O"": 46, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Treinamento e Desenvolvimento'},{'N': '0'},"{'S': '[{""F"": 43, ""L"": 59, ""O"": 58, ""W"": 48}]'}","{'S': '[{""F"": 69, ""L"": 39, ""O"": 41, ""W"": 65}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Analista Comercial'},{'N': '59'},"{'S': '[{""F"": 39, ""L"": 95, ""O"": 58, ""W"": 59}]'}","{'S': '[{""F"": 32, ""L"": 90, ""O"": 41, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Auditor'},{'N': '62'},"{'S': '[{""F"": 28, ""L"": 35, ""O"": 92, ""W"": 88}]'}","{'S': '[{""F"": 37, ""L"": 29, ""O"": 65, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor de Recursos Humanos'},{'N': '48'},"{'S': '[{""F"": 24, ""L"": 95, ""O"": 80, ""W"": 59}]'}","{'S': '[{""F"": 32, ""L"": 75, ""O"": 46, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor Geral'},{'N': '75'},"{'S': '[{""F"": 75, ""L"": 87, ""O"": 44, ""W"": 19}]'}","{'S': '[{""F"": 76, ""L"": 81, ""O"": 41, ""W"": 8}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Supervisor de Vendas'},{'N': '66'},"{'S': '[{""F"": 60, ""L"": 74, ""O"": 44, ""W"": 48}]'}","{'S': '[{""F"": 83, ""L"": 67, ""O"": 27, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'SDR Sales Development Representative'},{'N': '79'},"{'S': '[{""F"": 39, ""L"": 45, ""O"": 67, ""W"": 59}]'}","{'S': '[{""F"": 69, ""L"": 22, ""O"": 59, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Logistica'},{'N': '60'},"{'S': '[{""F"": 43, ""L"": 74, ""O"": 67, ""W"": 53}]'}","{'S': '[{""F"": 32, ""L"": 50, ""O"": 72, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '76'},"{'S': '[{""F"": 20, ""L"": 95, ""O"": 80, ""W"": 79}]'}","{'S': '[{""F"": 25, ""L"": 75, ""O"": 53, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente Executivo de RH'},{'N': '68'},"{'S': '[{""F"": 50, ""L"": 87, ""O"": 67, ""W"": 34}]'}","{'S': '[{""F"": 40, ""L"": 88, ""O"": 27, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Administrador'},{'N': '83'},"{'S': '[{""F"": 45, ""L"": 51, ""O"": 67, ""W"": 88}]'}","{'S': '[{""F"": 40, ""L"": 50, ""O"": 59, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Projetos'},{'N': '71'},"{'S': '[{""F"": 75, ""L"": 45, ""O"": 29, ""W"": 48}]'}","{'S': '[{""F"": 83, ""L"": 50, ""O"": 46, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coord. Tec. de Seg. e Informatica'},{'N': '68'},"{'S': '[{""F"": 60, ""L"": 87, ""O"": 58, ""W"": 34}]'}","{'S': '[{""F"": 37, ""L"": 86, ""O"": 41, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '68'},"{'S': '[{""F"": 39, ""L"": 59, ""O"": 52, ""W"": 79}]'}","{'S': '[{""F"": 40, ""L"": 67, ""O"": 46, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Backoffice'},{'N': '78'},"{'S': '[{""F"": 88, ""L"": 51, ""O"": 29, ""W"": 53}]'}","{'S': '[{""F"": 92, ""L"": 29, ""O"": 27, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor de Marketing'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 59, ""O"": 52, ""W"": 59}]'}","{'S': '[{""F"": 40, ""L"": 86, ""O"": 27, ""W"": 73}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Diretor Comercial'},{'N': '53'},"{'S': '[{""F"": 39, ""L"": 74, ""O"": 36, ""W"": 79}]'}","{'S': '[{""F"": 32, ""L"": 50, ""O"": 65, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor Executivo'},{'N': '85'},"{'S': '[{""F"": 95, ""L"": 87, ""O"": 25, ""W"": 34}]'}","{'S': '[{""F"": 47, ""L"": 92, ""O"": 27, ""W"": 8}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor de Recursos Humanos'},{'N': '65'},"{'S': '[{""F"": 45, ""L"": 87, ""O"": 67, ""W"": 28}]'}","{'S': '[{""F"": 40, ""L"": 89, ""O"": 30, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Desenvolvimento de RH'},{'N': '87'},"{'S': '[{""F"": 54, ""L"": 87, ""O"": 58, ""W"": 53}]'}","{'S': '[{""F"": 25, ""L"": 75, ""O"": 65, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '67'},"{'S': '[{""F"": 50, ""L"": 87, ""O"": 44, ""W"": 34}]'}","{'S': '[{""F"": 37, ""L"": 89, ""O"": 30, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Arquiteto e Urbanista'},{'N': '47'},"{'S': '[{""F"": 60, ""L"": 87, ""O"": 52, ""W"": 43}]'}","{'S': '[{""F"": 76, ""L"": 62, ""O"": 20, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Business Partner'},{'N': '75'},"{'S': '[{""F"": 75, ""L"": 95, ""O"": 44, ""W"": 28}]'}","{'S': '[{""F"": 47, ""L"": 75, ""O"": 30, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Vice-Presidente'},{'N': '86'},"{'S': '[{""F"": 75, ""L"": 74, ""O"": 29, ""W"": 43}]'}","{'S': '[{""F"": 83, ""L"": 62, ""O"": 27, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Account Manager'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Vice-Presidente'},{'N': '69'},"{'S': '[{""F"": 54, ""L"": 74, ""O"": 44, ""W"": 48}]'}","{'S': '[{""F"": 47, ""L"": 22, ""O"": 72, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente Financeiro'},{'N': '38'},"{'S': '[{""F"": 54, ""L"": 95, ""O"": 25, ""W"": 53}]'}","{'S': '[{""F"": 79, ""L"": 67, ""O"": 27, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista Contabil'},{'N': '54'},"{'S': '[{""F"": 43, ""L"": 74, ""O"": 80, ""W"": 48}]'}","{'S': '[{""F"": 47, ""L"": 75, ""O"": 41, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor de Pmo'},{'N': '73'},"{'S': '[{""F"": 75, ""L"": 51, ""O"": 44, ""W"": 28}]'}","{'S': '[{""F"": 69, ""L"": 67, ""O"": 27, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Back Office'},{'N': '86'},"{'S': '[{""F"": 24, ""L"": 45, ""O"": 88, ""W"": 88}]'}","{'S': '[{""F"": 32, ""L"": 13, ""O"": 72, ""W"": 87}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Desenvolvimento de RH'},{'N': '75'},"{'S': '[{""F"": 50, ""L"": 87, ""O"": 36, ""W"": 53}]'}","{'S': '[{""F"": 32, ""L"": 81, ""O"": 46, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Advogado Especialista em Meio Ambiente'},{'N': '75'},"{'S': '[{""F"": 45, ""L"": 51, ""O"": 88, ""W"": 64}]'}","{'S': '[{""F"": 62, ""L"": 75, ""O"": 41, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Consultor de vendas Closer'},{'N': '73'},"{'S': '[{""F"": 45, ""L"": 95, ""O"": 52, ""W"": 59}]'}","{'S': '[{""F"": 53, ""L"": 75, ""O"": 41, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Auxiliar de Credito e Cobranca'},{'N': '92'},"{'S': '[{""F"": 24, ""L"": 59, ""O"": 80, ""W"": 79}]'}","{'S': '[{""F"": 25, ""L"": 62, ""O"": 72, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Administrador De Vendas'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Gerente de Recursos Humanos'},{'N': '77'},"{'S': '[{""F"": 88, ""L"": 74, ""O"": 44, ""W"": 43}]'}","{'S': '[{""F"": 62, ""L"": 81, ""O"": 27, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Backoffice'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Diretor Executivo'},{'N': '59'},"{'S': '[{""F"": 39, ""L"": 95, ""O"": 36, ""W"": 64}]'}","{'S': '[{""F"": 53, ""L"": 88, ""O"": 30, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '36'},"{'S': '[{""F"": 32, ""L"": 59, ""O"": 88, ""W"": 53}]'}","{'S': '[{""F"": 53, ""L"": 29, ""O"": 59, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Remuneracao'},{'N': '59'},"{'S': '[{""F"": 24, ""L"": 51, ""O"": 80, ""W"": 92}]'}","{'S': '[{""F"": 25, ""L"": 39, ""O"": 59, ""W"": 90}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Gestao de Pessoas'},{'N': '36'},"{'S': '[{""F"": 12, ""L"": 59, ""O"": 92, ""W"": 95}]'}","{'S': '[{""F"": 8, ""L"": 29, ""O"": 46, ""W"": 91}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente Geral'},{'N': '89'},"{'S': '[{""F"": 60, ""L"": 74, ""O"": 36, ""W"": 43}]'}","{'S': '[{""F"": 76, ""L"": 81, ""O"": 41, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Auxiliar Administrativo'},{'N': '49'},"{'S': '[{""F"": 75, ""L"": 45, ""O"": 67, ""W"": 48}]'}","{'S': '[{""F"": 76, ""L"": 50, ""O"": 46, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Investimentos'},{'N': '62'},"{'S': '[{""F"": 28, ""L"": 59, ""O"": 88, ""W"": 59}]'}","{'S': '[{""F"": 32, ""L"": 75, ""O"": 53, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador Administrativo de Pessoal'},{'N': '77'},"{'S': '[{""F"": 32, ""L"": 45, ""O"": 92, ""W"": 95}]'}","{'S': '[{""F"": 25, ""L"": 29, ""O"": 87, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Consultor de vendas Closer'},{'N': '78'},"{'S': '[{""F"": 45, ""L"": 59, ""O"": 67, ""W"": 48}]'}","{'S': '[{""F"": 53, ""L"": 75, ""O"": 46, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Administrador'},{'N': '40'},"{'S': '[{""F"": 54, ""L"": 95, ""O"": 44, ""W"": 34}]'}","{'S': '[{""F"": 76, ""L"": 81, ""O"": 41, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Tecnologia da Informacao'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Diretor Comercial'},{'N': '56'},"{'S': '[{""F"": 43, ""L"": 95, ""O"": 52, ""W"": 43}]'}","{'S': '[{""F"": 32, ""L"": 90, ""O"": 53, ""W"": 8}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Tesouraria'},{'N': '65'},"{'S': '[{""F"": 39, ""L"": 74, ""O"": 80, ""W"": 59}]'}","{'S': '[{""F"": 25, ""L"": 50, ""O"": 53, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Gestao de Pessoas'},{'N': '35'},"{'S': '[{""F"": 35, ""L"": 22, ""O"": 95, ""W"": 92}]'}","{'S': '[{""F"": 32, ""L"": 22, ""O"": 87, ""W"": 87}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '76'},"{'S': '[{""F"": 54, ""L"": 87, ""O"": 58, ""W"": 28}]'}","{'S': '[{""F"": 32, ""L"": 86, ""O"": 53, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '61'},"{'S': '[{""F"": 39, ""L"": 74, ""O"": 67, ""W"": 53}]'}","{'S': '[{""F"": 25, ""L"": 62, ""O"": 65, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador Administrativo de Pessoal'},{'N': '68'},"{'S': '[{""F"": 43, ""L"": 59, ""O"": 67, ""W"": 59}]'}","{'S': '[{""F"": 69, ""L"": 62, ""O"": 27, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Account Manager'},{'N': '88'},"{'S': '[{""F"": 88, ""L"": 95, ""O"": 36, ""W"": 53}]'}","{'S': '[{""F"": 69, ""L"": 75, ""O"": 27, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Auxiliar Administrativo'},{'N': '0'},"{'S': '[{""F"": 39, ""L"": 51, ""O"": 58, ""W"": 53}]'}","{'S': '[{""F"": 40, ""L"": 62, ""O"": 65, ""W"": 53}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Gerente de Departamento Pessoal'},{'N': '44'},"{'S': '[{""F"": 50, ""L"": 95, ""O"": 58, ""W"": 53}]'}","{'S': '[{""F"": 37, ""L"": 86, ""O"": 53, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Consultor Comercial'},{'N': '35'},"{'S': '[{""F"": 24, ""L"": 59, ""O"": 95, ""W"": 64}]'}","{'S': '[{""F"": 40, ""L"": 67, ""O"": 59, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Operacoes'},{'N': '53'},"{'S': '[{""F"": 32, ""L"": 87, ""O"": 80, ""W"": 59}]'}","{'S': '[{""F"": 47, ""L"": 67, ""O"": 65, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '71'},"{'S': '[{""F"": 17, ""L"": 87, ""O"": 88, ""W"": 88}]'}","{'S': '[{""F"": 25, ""L"": 39, ""O"": 53, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CDO Chief Digital Officer'},{'N': '46'},"{'S': '[{""F"": 45, ""L"": 51, ""O"": 67, ""W"": 88}]'}","{'S': '[{""F"": 40, ""L"": 50, ""O"": 59, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Administrador'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Gerente de Operacoes'},{'N': '72'},"{'S': '[{""F"": 88, ""L"": 74, ""O"": 52, ""W"": 34}]'}","{'S': '[{""F"": 53, ""L"": 75, ""O"": 53, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '46'},"{'S': '[{""F"": 24, ""L"": 74, ""O"": 80, ""W"": 79}]'}","{'S': '[{""F"": 8, ""L"": 39, ""O"": 72, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '33'},"{'S': '[{""F"": 20, ""L"": 74, ""O"": 80, ""W"": 95}]'}","{'S': '[{""F"": 8, ""L"": 39, ""O"": 65, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Auxiliar Administrativo'},{'N': '83'},"{'S': '[{""F"": 32, ""L"": 45, ""O"": 80, ""W"": 64}]'}","{'S': '[{""F"": 32, ""L"": 39, ""O"": 72, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista da Qualidade'},{'N': '0'},"{'S': '[{""F"": 54, ""L"": 51, ""O"": 52, ""W"": 43}]'}","{'S': '[{""F"": 53, ""L"": 39, ""O"": 41, ""W"": 79}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Tecnico de Producao'},{'N': '47'},"{'S': '[{""F"": 35, ""L"": 87, ""O"": 80, ""W"": 48}]'}","{'S': '[{""F"": 53, ""L"": 50, ""O"": 46, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Desenvolvedor Back End'},{'N': '58'},"{'S': '[{""F"": 45, ""L"": 74, ""O"": 52, ""W"": 53}]'}","{'S': '[{""F"": 40, ""L"": 67, ""O"": 41, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Planejamento Estrategico'},{'N': '66'},"{'S': '[{""F"": 39, ""L"": 74, ""O"": 67, ""W"": 59}]'}","{'S': '[{""F"": 32, ""L"": 81, ""O"": 46, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CTO Chief Technology Officer'},{'N': '49'},"{'S': '[{""F"": 60, ""L"": 35, ""O"": 58, ""W"": 34}]'}","{'S': '[{""F"": 69, ""L"": 50, ""O"": 30, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Relacionamento'},{'N': '81'},"{'S': '[{""F"": 43, ""L"": 87, ""O"": 67, ""W"": 48}]'}","{'S': '[{""F"": 47, ""L"": 81, ""O"": 30, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '29'},"{'S': '[{""F"": 32, ""L"": 45, ""O"": 92, ""W"": 79}]'}","{'S': '[{""F"": 25, ""L"": 13, ""O"": 75, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Auxiliar de Departamento Pessoal'},{'N': '72'},"{'S': '[{""F"": 35, ""L"": 59, ""O"": 80, ""W"": 59}]'}","{'S': '[{""F"": 37, ""L"": 50, ""O"": 75, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '56'},"{'S': '[{""F"": 43, ""L"": 74, ""O"": 52, ""W"": 53}]'}","{'S': '[{""F"": 53, ""L"": 39, ""O"": 41, ""W"": 87}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CMO Chief Marketing Officer'},{'N': '79'},"{'S': '[{""F"": 88, ""L"": 87, ""O"": 36, ""W"": 34}]'}","{'S': '[{""F"": 83, ""L"": 62, ""O"": 20, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente Administrativo'},{'N': '64'},"{'S': '[{""F"": 43, ""L"": 51, ""O"": 67, ""W"": 64}]'}","{'S': '[{""F"": 32, ""L"": 39, ""O"": 53, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Produto'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 59, ""O"": 52, ""W"": 59}]'}","{'S': '[{""F"": 40, ""L"": 39, ""O"": 53, ""W"": 65}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'SDR Sales Development Representative'},{'N': '78'},"{'S': '[{""F"": 28, ""L"": 74, ""O"": 80, ""W"": 64}]'}","{'S': '[{""F"": 37, ""L"": 86, ""O"": 41, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente Comercial R.B.'},{'N': '0'},"{'S': '[{""F"": 95, ""L"": 95, ""O"": 92, ""W"": 92}]'}","{'S': '[{""F"": 37, ""L"": 22, ""O"": 20, ""W"": 8}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'SDR Sales Development Representative'},{'N': '0'},"{'S': '[{""F"": 45, ""L"": 59, ""O"": 36, ""W"": 59}]'}","{'S': '[{""F"": 40, ""L"": 62, ""O"": 27, ""W"": 87}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '81'},"{'S': '[{""F"": 35, ""L"": 74, ""O"": 88, ""W"": 53}]'}","{'S': '[{""F"": 8, ""L"": 75, ""O"": 59, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador Call Center'},{'N': '33'},"{'S': '[{""F"": 24, ""L"": 45, ""O"": 92, ""W"": 92}]'}","{'S': '[{""F"": 8, ""L"": 29, ""O"": 65, ""W"": 92}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Account Manager'},{'N': '49'},"{'S': '[{""F"": 45, ""L"": 51, ""O"": 67, ""W"": 53}]'}","{'S': '[{""F"": 40, ""L"": 62, ""O"": 46, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '79'},"{'S': '[{""F"": 75, ""L"": 74, ""O"": 25, ""W"": 59}]'}","{'S': '[{""F"": 79, ""L"": 62, ""O"": 27, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '55'},"{'S': '[{""F"": 45, ""L"": 74, ""O"": 52, ""W"": 59}]'}","{'S': '[{""F"": 40, ""L"": 62, ""O"": 46, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '91'},"{'S': '[{""F"": 35, ""L"": 87, ""O"": 67, ""W"": 53}]'}","{'S': '[{""F"": 47, ""L"": 75, ""O"": 46, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Auxiliar de Departamento Pessoal'},{'N': '66'},"{'S': '[{""F"": 17, ""L"": 74, ""O"": 95, ""W"": 64}]'}","{'S': '[{""F"": 8, ""L"": 39, ""O"": 87, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '37'},"{'S': '[{""F"": 39, ""L"": 45, ""O"": 52, ""W"": 88}]'}","{'S': '[{""F"": 53, ""L"": 50, ""O"": 46, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '83'},"{'S': '[{""F"": 75, ""L"": 74, ""O"": 18, ""W"": 53}]'}","{'S': '[{""F"": 79, ""L"": 39, ""O"": 30, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '46'},"{'S': '[{""F"": 54, ""L"": 45, ""O"": 80, ""W"": 53}]'}","{'S': '[{""F"": 53, ""L"": 81, ""O"": 46, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor de Recursos Humanos'},{'N': '93'},"{'S': '[{""F"": 75, ""L"": 87, ""O"": 36, ""W"": 34}]'}","{'S': '[{""F"": 69, ""L"": 81, ""O"": 27, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '69'},"{'S': '[{""F"": 54, ""L"": 74, ""O"": 67, ""W"": 19}]'}","{'S': '[{""F"": 53, ""L"": 86, ""O"": 53, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente Comercial R.B.'},{'N': '69'},"{'S': '[{""F"": 75, ""L"": 95, ""O"": 18, ""W"": 59}]'}","{'S': '[{""F"": 53, ""L"": 91, ""O"": 20, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista Comercial'},{'N': '86'},"{'S': '[{""F"": 95, ""L"": 74, ""O"": 29, ""W"": 43}]'}","{'S': '[{""F"": 95, ""L"": 39, ""O"": 20, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor de Recursos Humanos'},{'N': '71'},"{'S': '[{""F"": 45, ""L"": 74, ""O"": 52, ""W"": 34}]'}","{'S': '[{""F"": 53, ""L"": 81, ""O"": 41, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Desenvolvedor Back End'},{'N': '81'},"{'S': '[{""F"": 32, ""L"": 51, ""O"": 92, ""W"": 79}]'}","{'S': '[{""F"": 40, ""L"": 81, ""O"": 30, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista Comercial'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Coordenador Administrativo de Pessoal'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 59, ""O"": 44, ""W"": 59}]'}","{'S': '[{""F"": 79, ""L"": 39, ""O"": 30, ""W"": 79}]'}",{'BOOL': True},{'BOOL': False}
